observation_city;observation_station;observation_time;observation_temperature;observation_wind_speed;obeservation_rain;observation_sky
DEBRECEN;1;2017-04-30 10:53:00;21.8;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 10:55:00;19.1;0;0;FOG
DEBRECEN;3;2017-04-30 10:57:00;20.5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 10:59:00;23.5;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 11:01:00;22.6;0;0;CLOUDY
BUDAPEST;3;2017-04-30 11:03:00;20.4;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 11:05:00;16.3;0;0;FOG
SZEGED;2;2017-04-30 11:07:00;16.7;0;0;CLOUDY
SOPRON;1;2017-04-30 11:09:00;20.4;0;0;FOG
SOPRON;2;2017-04-30 11:11:00;23.2;0;0;CLOUDY
DEBRECEN;1;2017-04-30 11:13:00;22.3;18.745;13.8;CLEAR
DEBRECEN;2;2017-04-30 11:15:00;20.1;2.81;5.7;FOG
DEBRECEN;3;2017-04-30 11:17:00;22.3;12.82;3.2;CLOUDY
BUDAPEST;1;2017-04-30 11:19:00;25.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 11:21:00;16.5;31.495;7;CLEAR
BUDAPEST;3;2017-04-30 11:23:00;13.8;0.53;0.2;CLOUDY
SZEGED;1;2017-04-30 11:25:00;15.2;0;0;FOG
SZEGED;2;2017-04-30 11:27:00;17.8;28.885;7.3;CLOUDY
SOPRON;1;2017-04-30 11:29:00;19.6;0;0;CLEAR
SOPRON;2;2017-04-30 11:31:00;20.3;0;0;CLOUDY
DEBRECEN;1;2017-04-30 11:33:00;19.5;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 11:35:00;20.6;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 11:37:00;20.1;0;0;CLEAR
BUDAPEST;1;2017-04-30 11:39:00;21.4;26.205;6.3;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 11:41:00;23.9;9.02;1.9;FOG
BUDAPEST;3;2017-04-30 11:43:00;4.7;1.28;0.4;CLEAR
SZEGED;1;2017-04-30 11:45:00;5.1;2.7;12.4;CLOUDY
SZEGED;2;2017-04-30 11:47:00;6.9;0;0;CLOUDY
SOPRON;1;2017-04-30 11:49:00;6.9;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-30 11:51:00;8.1;0;0;FOG
DEBRECEN;1;2017-04-30 11:53:00;8.8;1.69;1.3;CLEAR
DEBRECEN;2;2017-04-30 11:55:00;6.4;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 11:57:00;5.9;0.505;0.7;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 11:59:00;6.6;0.96;0.8;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 12:01:00;5.6;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 12:03:00;4.8;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 12:05:00;5.1;0;0;FOG
SZEGED;2;2017-04-30 12:07:00;5.3;0;0;CLOUDY
SOPRON;1;2017-04-30 12:09:00;5.4;0;0;CLEAR
SOPRON;2;2017-04-30 12:11:00;5.5;0.175;0.2;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 12:13:00;7.5;6.695;1.4;CLOUDY
DEBRECEN;2;2017-04-30 12:15:00;6.7;0;0;FOG
DEBRECEN;3;2017-04-30 12:17:00;4.5;3.23;1.3;CLEAR
BUDAPEST;1;2017-04-30 12:19:00;3.5;3.03;2.8;FOG
BUDAPEST;2;2017-04-30 12:21:00;3;0.505;0.4;CLOUDY
BUDAPEST;3;2017-04-30 12:23:00;4.2;0;0;CLEAR
SZEGED;1;2017-04-30 12:25:00;5;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-30 12:27:00;8.3;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 12:29:00;5.3;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 12:31:00;1.7;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 12:33:00;4;0.015;0.2;CLEAR
DEBRECEN;2;2017-04-30 12:35:00;7.5;0;0;CLEAR
DEBRECEN;3;2017-04-30 12:37:00;12.4;0;0;FOG
BUDAPEST;1;2017-04-30 12:39:00;11.1;0;0;CLEAR
BUDAPEST;2;2017-04-30 12:41:00;10.1;0;0;CLOUDY
BUDAPEST;3;2017-04-30 12:43:00;11.9;0;0;CLEAR
SZEGED;1;2017-04-30 12:45:00;13.5;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 12:47:00;14.4;0;0;FOG
SOPRON;1;2017-04-30 12:49:00;14.9;0.675;0.5;CLEAR
SOPRON;2;2017-04-30 12:51:00;16.5;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 12:53:00;18.2;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 12:55:00;18;4.18;2.9;CLEAR
DEBRECEN;3;2017-04-30 12:57:00;17.7;5.74;1.8;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 12:59:00;17.8;0.185;0.6;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 13:01:00;17.8;0.545;0.2;CLOUDY
BUDAPEST;3;2017-04-30 13:03:00;18.4;0;0;FOG
SZEGED;1;2017-04-30 13:05:00;18.6;1.85;0.4;FOG
SZEGED;2;2017-04-30 13:07:00;17.6;1.16;0.7;CLOUDY
SOPRON;1;2017-04-30 13:09:00;16.4;8.915;2.5;FOG
SOPRON;2;2017-04-30 13:11:00;14.7;5.975;2.9;FOG
DEBRECEN;1;2017-04-30 13:13:00;16.7;12.37;4.7;FOG
DEBRECEN;2;2017-04-30 13:15:00;17.1;0;0;CLOUDY
DEBRECEN;3;2017-04-30 13:17:00;14.9;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 13:19:00;14.4;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 13:21:00;16.7;0;0;FOG
BUDAPEST;3;2017-04-30 13:23:00;18.3;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 13:25:00;17.5;0;0;CLOUDY
SZEGED;2;2017-04-30 13:27:00;16.5;0.475;0.5;PARTLY_CLOUDY
SOPRON;1;2017-04-30 13:29:00;13.1;3.165;0.9;CLOUDY
SOPRON;2;2017-04-30 13:31:00;15.7;0;0;CLEAR
DEBRECEN;1;2017-04-30 13:33:00;15.3;0.47;0.1;FOG
DEBRECEN;2;2017-04-30 13:35:00;14;0;0;CLEAR
DEBRECEN;3;2017-04-30 13:37:00;15.4;1.225;0.9;CLEAR
BUDAPEST;1;2017-04-30 13:39:00;16.7;1.89;1;CLOUDY
BUDAPEST;2;2017-04-30 13:41:00;17.3;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 13:43:00;18.3;0;0;FOG
SZEGED;1;2017-04-30 13:45:00;19.4;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 13:47:00;13.5;0;0;CLEAR
SOPRON;1;2017-04-30 13:49:00;17.3;0.19;0.1;FOG
SOPRON;2;2017-04-30 13:51:00;16.1;0.545;0.2;FOG
DEBRECEN;1;2017-04-30 13:53:00;13.4;0;0;CLOUDY
DEBRECEN;2;2017-04-30 13:55:00;13.2;1.115;0.6;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 13:57:00;15.5;0.28;0.2;FOG
BUDAPEST;1;2017-04-30 13:59:00;18.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 14:01:00;19.9;3.885;0.9;CLOUDY
BUDAPEST;3;2017-04-30 14:03:00;21.7;3.135;0.7;PARTLY_CLOUDY
SZEGED;1;2017-04-30 14:05:00;22.5;0.47;0.1;FOG
SZEGED;2;2017-04-30 14:07:00;18.7;13.21;2.7;CLEAR
SOPRON;1;2017-04-30 14:09:00;13.5;8.245;7.3;CLOUDY
SOPRON;2;2017-04-30 14:11:00;10.4;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 14:13:00;17;0;0;FOG
DEBRECEN;2;2017-04-30 14:15:00;19;0.4;0.1;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 14:17:00;21.2;0.965;1.3;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 14:19:00;23.5;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 14:21:00;22.4;0;0;CLOUDY
BUDAPEST;3;2017-04-30 14:23:00;21.5;0.11;0.2;CLOUDY
SZEGED;1;2017-04-30 14:25:00;23.1;0.43;0.1;CLOUDY
SZEGED;2;2017-04-30 14:27:00;23.8;0;0;CLEAR
SOPRON;1;2017-04-30 14:29:00;19.2;0;0;CLEAR
SOPRON;2;2017-04-30 14:31:00;18.8;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 14:33:00;22.5;0;0;CLOUDY
DEBRECEN;2;2017-04-30 14:35:00;23.6;0;0;CLOUDY
DEBRECEN;3;2017-04-30 14:37:00;19.2;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 14:39:00;16.2;4.245;2.6;CLEAR
BUDAPEST;2;2017-04-30 14:41:00;11.8;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 14:43:00;11;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 14:45:00;11.1;0;0;CLEAR
SZEGED;2;2017-04-30 14:47:00;14.9;0;0;CLEAR
SOPRON;1;2017-04-30 14:49:00;15.8;0;0;FOG
SOPRON;2;2017-04-30 14:51:00;17.4;0;0;CLOUDY
DEBRECEN;1;2017-04-30 14:53:00;14.8;0;0;FOG
DEBRECEN;2;2017-04-30 14:55:00;16;0;0;CLEAR
DEBRECEN;3;2017-04-30 14:57:00;21.8;0;0;CLEAR
BUDAPEST;1;2017-04-30 14:59:00;19.1;0;0;CLEAR
BUDAPEST;2;2017-04-30 15:01:00;20.5;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 15:03:00;23.5;1.205;1.2;PARTLY_CLOUDY
SZEGED;1;2017-04-30 15:05:00;22.6;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-30 15:07:00;20.4;0;0;CLOUDY
SOPRON;1;2017-04-30 15:09:00;16.3;0;0;CLEAR
SOPRON;2;2017-04-30 15:11:00;16.7;0;0;FOG
DEBRECEN;1;2017-04-30 15:13:00;20.4;1.455;0.9;CLEAR
DEBRECEN;2;2017-04-30 15:15:00;23.2;0;0;FOG
DEBRECEN;3;2017-04-30 15:17:00;22.3;0;0;FOG
BUDAPEST;1;2017-04-30 15:19:00;20.1;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 15:21:00;22.3;0;0;CLEAR
BUDAPEST;3;2017-04-30 15:23:00;25.7;0.695;0.2;HEAVY_CLOUDS
SZEGED;1;2017-04-30 15:25:00;16.5;21.665;12.8;PARTLY_CLOUDY
SZEGED;2;2017-04-30 15:27:00;13.8;0.235;0.5;PARTLY_CLOUDY
SOPRON;1;2017-04-30 15:29:00;15.2;1.43;0.3;CLOUDY
SOPRON;2;2017-04-30 15:31:00;17.8;14.745;11.9;CLEAR
DEBRECEN;1;2017-04-30 15:33:00;19.6;0.29;0.1;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 15:35:00;20.3;5.995;2.4;CLOUDY
DEBRECEN;3;2017-04-30 15:37:00;19.5;0;0;FOG
BUDAPEST;1;2017-04-30 15:39:00;20.6;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 15:41:00;20.1;2.495;1.3;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 15:43:00;21.4;0;0;FOG
SZEGED;1;2017-04-30 15:45:00;23.9;0;0;CLEAR
SZEGED;2;2017-04-30 15:47:00;17.6;0;0;CLEAR
SOPRON;1;2017-04-30 15:49:00;16.4;0.285;0.2;HEAVY_CLOUDS
SOPRON;2;2017-04-30 15:51:00;14.7;0;0;CLOUDY
DEBRECEN;1;2017-04-30 15:53:00;16.7;1.46;0.4;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 15:55:00;17.1;0;0;CLEAR
DEBRECEN;3;2017-04-30 15:57:00;14.9;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 15:59:00;14.4;0.99;0.2;CLEAR
BUDAPEST;2;2017-04-30 16:01:00;16.7;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 16:03:00;18.3;0;0;FOG
SZEGED;1;2017-04-30 16:05:00;17.5;3.54;5.5;CLEAR
SZEGED;2;2017-04-30 16:07:00;16.5;0;0;CLEAR
SOPRON;1;2017-04-30 16:09:00;13.1;0.44;0.1;CLOUDY
SOPRON;2;2017-04-30 16:11:00;15.7;0;0;CLOUDY
DEBRECEN;1;2017-04-30 16:13:00;15.3;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 16:15:00;14;0;0;CLOUDY
DEBRECEN;3;2017-04-30 16:17:00;15.4;0;0;CLEAR
BUDAPEST;1;2017-04-30 16:19:00;16.7;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 16:21:00;17.3;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 16:23:00;18.3;0;0;FOG
SZEGED;1;2017-04-30 16:25:00;19.4;3.98;1.8;CLEAR
SZEGED;2;2017-04-30 16:27:00;13.5;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 16:29:00;17.3;0;0;CLEAR
SOPRON;2;2017-04-30 16:31:00;16.1;23.295;7.3;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 16:33:00;13.4;59.51;14.8;FOG
DEBRECEN;2;2017-04-30 16:35:00;13.2;1.93;0.7;FOG
DEBRECEN;3;2017-04-30 16:37:00;15.5;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 16:39:00;18.7;16.15;3.5;CLEAR
BUDAPEST;2;2017-04-30 16:41:00;19.9;6.805;4.1;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 16:43:00;21.7;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 16:45:00;22.5;0;0;CLEAR
SZEGED;2;2017-04-30 16:47:00;18.7;0.39;0.1;FOG
SOPRON;1;2017-04-30 16:49:00;13.5;0;0;CLEAR
SOPRON;2;2017-04-30 16:51:00;10.4;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 16:53:00;17;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 16:55:00;19;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 16:57:00;21.2;0;0;FOG
BUDAPEST;1;2017-04-30 16:59:00;23.5;0;0;FOG
BUDAPEST;2;2017-04-30 17:01:00;22.4;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 17:03:00;21.5;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 17:05:00;23.1;0;0;FOG
SZEGED;2;2017-04-30 17:07:00;23.8;10.775;2.8;CLEAR
SOPRON;1;2017-04-30 17:09:00;19.2;0;0;FOG
SOPRON;2;2017-04-30 17:11:00;18.8;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 17:13:00;22.5;0;0;CLOUDY
DEBRECEN;2;2017-04-30 17:15:00;23.6;31.225;15.6;CLOUDY
DEBRECEN;3;2017-04-30 17:17:00;19.2;44.255;26.9;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 17:19:00;16.2;4.845;2.9;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 17:21:00;11.8;0;0;FOG
BUDAPEST;3;2017-04-30 17:23:00;11;5.95;1.2;CLOUDY
SZEGED;1;2017-04-30 17:25:00;11.1;16.185;3.3;CLOUDY
SZEGED;2;2017-04-30 17:27:00;14.9;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 17:29:00;15.8;0;0;CLOUDY
SOPRON;2;2017-04-30 17:31:00;17.4;16.035;4.1;CLEAR
DEBRECEN;1;2017-04-30 17:33:00;14.8;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 17:35:00;16;19.965;17.2;CLOUDY
DEBRECEN;3;2017-04-30 17:37:00;21.8;1.2;1.2;CLOUDY
BUDAPEST;1;2017-04-30 17:39:00;19.1;7.245;6.1;CLEAR
BUDAPEST;2;2017-04-30 17:41:00;20.5;4.15;2.3;FOG
BUDAPEST;3;2017-04-30 17:43:00;23.5;6.485;6.6;PARTLY_CLOUDY
SZEGED;1;2017-04-30 17:45:00;22.6;93.995;26.1;HEAVY_CLOUDS
SZEGED;2;2017-04-30 17:47:00;20.4;0.055;0.1;CLOUDY
SOPRON;1;2017-04-30 17:49:00;16.3;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-30 17:51:00;16.7;0;0;CLOUDY
DEBRECEN;1;2017-04-30 17:53:00;20.4;0;0;CLOUDY
DEBRECEN;2;2017-04-30 17:55:00;23.2;0;0;CLOUDY
DEBRECEN;3;2017-04-30 17:57:00;22.3;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 17:59:00;20.1;0;0;CLOUDY
BUDAPEST;2;2017-04-30 18:01:00;22.3;0;0;CLOUDY
BUDAPEST;3;2017-04-30 18:03:00;25.7;0;0;CLEAR
SZEGED;1;2017-04-30 18:05:00;16.5;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-30 18:07:00;13.8;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-30 18:09:00;15.2;0;0;FOG
SOPRON;2;2017-04-30 18:11:00;17.8;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 18:13:00;19.6;0;0;CLOUDY
DEBRECEN;2;2017-04-30 18:15:00;20.3;0;0;CLEAR
DEBRECEN;3;2017-04-30 18:17:00;19.5;0;0;FOG
BUDAPEST;1;2017-04-30 18:19:00;20.6;1.02;0.6;CLOUDY
BUDAPEST;2;2017-04-30 18:21:00;20.1;0;0;FOG
BUDAPEST;3;2017-04-30 18:23:00;21.4;0;0;FOG
SZEGED;1;2017-04-30 18:25:00;23.9;22.715;7.2;FOG
SZEGED;2;2017-04-30 18:27:00;4.7;0;0;CLEAR
SOPRON;1;2017-04-30 18:29:00;5.1;145.355;34.3;CLOUDY
SOPRON;2;2017-04-30 18:31:00;6.9;3.45;1;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 18:33:00;6.9;0;0;CLEAR
DEBRECEN;2;2017-04-30 18:35:00;8.1;2.67;4.3;FOG
DEBRECEN;3;2017-04-30 18:37:00;8.8;3.405;1.5;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 18:39:00;6.4;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 18:41:00;5.9;0.37;4.5;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 18:43:00;6.6;0;0;FOG
SZEGED;1;2017-04-30 18:45:00;5.6;0;0;FOG
SZEGED;2;2017-04-30 18:47:00;4.8;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-30 18:49:00;5.1;0;0;CLEAR
SOPRON;2;2017-04-30 18:51:00;5.3;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 18:53:00;5.4;34.895;10.7;CLEAR
DEBRECEN;2;2017-04-30 18:55:00;5.5;39.405;16;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 18:57:00;7.5;0.18;1.7;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 18:59:00;6.7;2.365;0.6;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 19:01:00;4.5;0;0;CLEAR
BUDAPEST;3;2017-04-30 19:03:00;3.5;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 19:05:00;3;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-30 19:07:00;4.2;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 19:09:00;5;0;0;FOG
SOPRON;2;2017-04-30 19:11:00;8.3;0;0;FOG
DEBRECEN;1;2017-04-30 19:13:00;5.3;6.825;4.3;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 19:15:00;1.7;0;0;CLEAR
DEBRECEN;3;2017-04-30 19:17:00;4;0;0;CLEAR
BUDAPEST;1;2017-04-30 19:19:00;7.5;0;0;FOG
BUDAPEST;2;2017-04-30 19:21:00;12.4;0;0;FOG
BUDAPEST;3;2017-04-30 19:23:00;11.1;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 19:25:00;10.1;0;0;FOG
SZEGED;2;2017-04-30 19:27:00;11.9;7.375;3.4;HEAVY_CLOUDS
SOPRON;1;2017-04-30 19:29:00;13.5;0;0;CLEAR
SOPRON;2;2017-04-30 19:31:00;14.4;0;0;CLOUDY
DEBRECEN;1;2017-04-30 19:33:00;14.9;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 19:35:00;16.5;0;0;CLEAR
DEBRECEN;3;2017-04-30 19:37:00;18.2;5.145;3.6;CLOUDY
BUDAPEST;1;2017-04-30 19:39:00;18;3.9;1.2;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 19:41:00;17.7;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 19:43:00;17.8;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 19:45:00;17.8;0;0;CLEAR
SZEGED;2;2017-04-30 19:47:00;18.4;0;0;CLEAR
SOPRON;1;2017-04-30 19:49:00;18.6;3.975;2.5;CLEAR
SOPRON;2;2017-04-30 19:51:00;17.6;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 19:53:00;16.4;0;0;FOG
DEBRECEN;2;2017-04-30 19:55:00;14.7;0;0;CLOUDY
DEBRECEN;3;2017-04-30 19:57:00;16.7;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 19:59:00;17.1;0;0;CLEAR
BUDAPEST;2;2017-04-30 20:01:00;14.9;0;0;CLEAR
BUDAPEST;3;2017-04-30 20:03:00;14.4;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-30 20:05:00;16.7;0;0;FOG
SZEGED;2;2017-04-30 20:07:00;18.3;0;0;CLEAR
SOPRON;1;2017-04-30 20:09:00;17.5;0;0;CLOUDY
SOPRON;2;2017-04-30 20:11:00;16.5;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 20:13:00;13.1;0;0;FOG
DEBRECEN;2;2017-04-30 20:15:00;15.7;15.065;6.3;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 20:17:00;15.3;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-30 20:19:00;14;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 20:21:00;15.4;0;0;CLOUDY
BUDAPEST;3;2017-04-30 20:23:00;16.7;0;0;CLOUDY
SZEGED;1;2017-04-30 20:25:00;17.3;0;0;CLEAR
SZEGED;2;2017-04-30 20:27:00;18.3;39.92;13.8;FOG
SOPRON;1;2017-04-30 20:29:00;19.4;0;0;CLOUDY
SOPRON;2;2017-04-30 20:31:00;13.5;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 20:33:00;17.3;0;0;FOG
DEBRECEN;2;2017-04-30 20:35:00;16.1;0;0;CLOUDY
DEBRECEN;3;2017-04-30 20:37:00;13.4;0;0;FOG
BUDAPEST;1;2017-04-30 20:39:00;13.2;0.815;0.7;PARTLY_CLOUDY
BUDAPEST;2;2017-04-30 20:41:00;15.5;0;0;CLOUDY
BUDAPEST;3;2017-04-30 20:43:00;18.7;0.29;2.5;HEAVY_CLOUDS
SZEGED;1;2017-04-30 20:45:00;19.9;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-30 20:47:00;21.7;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-30 20:49:00;22.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-30 20:51:00;18.7;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-30 20:53:00;13.5;0;0;CLOUDY
DEBRECEN;2;2017-04-30 20:55:00;10.4;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 20:57:00;17;0;0;CLEAR
BUDAPEST;1;2017-04-30 20:59:00;19;0.51;0.3;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 21:01:00;21.2;6.245;3.3;PARTLY_CLOUDY
BUDAPEST;3;2017-04-30 21:03:00;23.5;63.15;12.7;CLOUDY
SZEGED;1;2017-04-30 21:05:00;22.4;0;0;CLOUDY
SZEGED;2;2017-04-30 21:07:00;21.5;0;0;CLEAR
SOPRON;1;2017-04-30 21:09:00;23.1;0.405;0.3;PARTLY_CLOUDY
SOPRON;2;2017-04-30 21:11:00;23.8;19.81;8.3;CLEAR
DEBRECEN;1;2017-04-30 21:13:00;19.2;7.355;3.3;FOG
DEBRECEN;2;2017-04-30 21:15:00;18.8;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 21:17:00;22.5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-30 21:19:00;23.6;0;0;FOG
BUDAPEST;2;2017-04-30 21:21:00;19.2;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 21:23:00;16.2;0;0;CLOUDY
SZEGED;1;2017-04-30 21:25:00;11.8;0;0;CLOUDY
SZEGED;2;2017-04-30 21:27:00;11;0;0;FOG
SOPRON;1;2017-04-30 21:29:00;11.1;0;0;FOG
SOPRON;2;2017-04-30 21:31:00;14.9;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 21:33:00;15.8;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-30 21:35:00;17.4;0;0;FOG
DEBRECEN;3;2017-04-30 21:37:00;14.8;2.465;1.8;FOG
BUDAPEST;1;2017-04-30 21:39:00;16;0;0;FOG
BUDAPEST;2;2017-04-30 21:41:00;21.8;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-30 21:43:00;19.1;0;0;CLEAR
SZEGED;1;2017-04-30 21:45:00;20.5;0;0;CLEAR
SZEGED;2;2017-04-30 21:47:00;23.5;2.465;3.7;PARTLY_CLOUDY
SOPRON;1;2017-04-30 21:49:00;22.6;32.61;11.9;HEAVY_CLOUDS
SOPRON;2;2017-04-30 21:51:00;20.4;8.755;2.5;FOG
DEBRECEN;1;2017-04-30 21:53:00;16.3;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 21:55:00;16.7;5.4;1.3;HEAVY_CLOUDS
DEBRECEN;3;2017-04-30 21:57:00;20.4;71.545;17.8;CLEAR
BUDAPEST;1;2017-04-30 21:59:00;23.2;4.385;1.1;HEAVY_CLOUDS
BUDAPEST;2;2017-04-30 22:01:00;22.3;0;0;CLOUDY
BUDAPEST;3;2017-04-30 22:03:00;20.1;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-30 22:05:00;22.3;2.055;0.5;HEAVY_CLOUDS
SZEGED;2;2017-04-30 22:07:00;25.7;4.51;1.6;PARTLY_CLOUDY
SOPRON;1;2017-04-30 22:09:00;16.5;25.665;7;PARTLY_CLOUDY
SOPRON;2;2017-04-30 22:11:00;13.8;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-30 22:13:00;15.2;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-30 22:15:00;17.8;39.685;14.2;PARTLY_CLOUDY
DEBRECEN;3;2017-04-30 22:17:00;19.6;0;0;CLEAR
BUDAPEST;1;2017-04-30 22:19:00;20.3;10.875;2.2;CLEAR
BUDAPEST;2;2017-04-30 22:21:00;19.5;0;0;CLEAR
BUDAPEST;3;2017-04-30 22:23:00;20.6;1.21;0.3;CLEAR
SZEGED;1;2017-04-30 22:25:00;20.1;5.98;6.5;CLOUDY
SZEGED;2;2017-04-30 22:27:00;21.4;2.7;4.5;FOG
